Israeli Cyber Ecosystem — Deal Database | Lama Partners | Jun 2026 | 331 companies | 485 deal rows | Sources: PitchBook + Startup Nation Finder + Web Scraping,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY INFO — repeats on every deal row,,,,,,,,,,,,,,,,,,DEAL INFO — changes per row,,,,,META,
Company Name,Website,PitchBook URL,Founding Year,Employees,Description (1 line),HQ City / Region,HQ Country,Sector Tag,Founders,Military Unit,Last Role Before Founding,Founder LinkedIn (to fill),Angels Involved,Customers (public),Total Raised ($M),Post-Money Valuation ($M),Acquired?,Acquirer,Exit Size ($M),Round Type,Round Date,Round Size ($M),Lead Investor,Co-Investors,Round Valuation ($M),Source,Notes
Red Access,www.redaccess.io,https://my.pitchbook.com/profile/497312-74/company/profile,2021,34,Agentless browser-based secure remote access — zero trust access without agents or VPNs,Israel,Israel,Endpoint & XDR,Dor Zvi,Unknown,,,,,23.00,38.69,No,,,Accelerator,Feb 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Red Access,www.redaccess.io,https://my.pitchbook.com/profile/497312-74/company/profile,2021,34,Agentless browser-based secure remote access — zero trust access without agents or VPNs,Israel,Israel,Endpoint & XDR,Dor Zvi,Unknown,,,,,23.00,38.69,No,,,Early Stage VC,Sep 2025,17.00,Norwest,"Elron Ventures, Rafael Development Corporation, RDseed, SentinelOne, Singtel Innov8, Ten Eleven Ventures",38.69,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Reflectiz,reflectiz.com,,,,Developer of a cybersecurity platform designed to help businesses mitigate third-party privacy and security risks. Th...,Tel Aviv,Israel,Application Security,,Unknown,,,,,28.0,,No,,,Later Stage VC,Oct 2025,22.00,Fulcrum Equity Partners,"AFG Partners, Allegheny Financial Group, Capri Ventures, YYM Ventures",,PitchBook (cyber_deals export),Primary Industry: Information Technology
Regulait,regulait.com,,2021,11-50,Compliance Management Suite,Tel Aviv,Israel,GRC & Compliance,,Unknown,,,,,1.0,,No,,,Seed,,1.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Rein Security,reinsecurity.io,,2024,1-10,Agentless Application Security Platform,Tel Aviv,Israel,Application Security,,Unknown,,,,,8.0,,No,,,Seed,,8.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Remedio,www.remedio.io,https://my.pitchbook.com/profile/483688-81/company/profile,2017,110,Automated vulnerability remediation and patch management — reduces mean time to remediation,Israel,Israel,Application Security,Tal Kollender,Unknown,,,,,65.00,214.64,No,,,Accelerator,May 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Remedio,www.remedio.io,https://my.pitchbook.com/profile/483688-81/company/profile,2017,110,Automated vulnerability remediation and patch management — reduces mean time to remediation,Israel,Israel,Application Security,Tal Kollender,Unknown,,,,,65.00,214.64,No,,,Later Stage VC,Sep 2025,65.00,Bessemer Venture Partners,"Blue Ocean CVC, Picture Capital, TLV Partners",214.64,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Resilience Cyber Security,www.resilience-sec.com,https://my.pitchbook.com/profile/490807-09/company/profile,2021,25,Cyber resilience platform combining insurance and proactive security services,Israel,Israel,GRC & Compliance,Rubi Arbel,Unknown,,,,,12.64,21.00,No,,,Early Stage VC,Nov 2023,4.60,,,,PitchBook (cyber_deals export),Primary Industry: Software Development Applications
Resilience Cyber Security,www.resilience-sec.com,https://my.pitchbook.com/profile/490807-09/company/profile,2021,25,Cyber resilience platform combining insurance and proactive security services,Israel,Israel,GRC & Compliance,Rubi Arbel,Unknown,,,,,12.64,21.00,No,,,Early Stage VC,Nov 2024,1.00,,,,PitchBook (cyber_deals export),Primary Industry: Software Development Applications
Resilience Cyber Security,www.resilience-sec.com,https://my.pitchbook.com/profile/490807-09/company/profile,2021,25,Cyber resilience platform combining insurance and proactive security services,Israel,Israel,GRC & Compliance,Rubi Arbel,Unknown,,,,,12.64,21.00,No,,,Early Stage VC,Oct 2025,5.00,,,,PitchBook (cyber_deals export),Primary Industry: Software Development Applications
Resolved Security,www.resolvedsecurity.com,https://my.pitchbook.com/profile/620731-90/company/profile,2024,5,Security operations platform for enterprise threat resolution and response automation,Israel,Israel,Security Operations,Gil Regev,Unknown,,,,,,,No,,,Seed,Aug 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
RevealSecurity,revealsecurity.io,,2020,11-50,Protection Against Insider Threats in Apps,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,23.0,,No,,,Series A,,23.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Rezilion,rezilion.com,,2018,1-10,Software Supply Chain Security Platform,Tel Aviv,Israel,Application Security,,Unknown,,,,,38.0,,No,,,Series A,,38.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Riskified,riskified.com,,2012,500+,Fraud Management Software for Online Retailers,Tel Aviv,Israel,Security Operations,"Eido Gal, Assaf Feldman",IDF (Eido Gal: IDF researcher 2003-2006; both met at Fraud Sciences),Both founders: Fraud Sciences (acquired by PayPal $169M 2008) → PayPal risk department,,,"Global e-commerce leaders — Wayfair, ASICS, HelloFresh — $297.6M revenue 2023",591.65,,No,,,IPO/Public,,591.65,,,,Startup Nation Finder,NYSE: RSKD. Founded 2013. IPO Jul 2021 at $4.3B valuation. $591.65M raised. Eido: 27 yrs old at founding.
RubyComm,rubycomm.io,,2022,1-10,Cybersecurity Solutions for OT Critical Assets,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,5.0,,No,,,Seed,,5.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
SAM Seamless Network,securingsam.com,,,,Developer of network-based security software designed to tackle cybersecurity threats at the source. The company's so...,Tel Aviv,Israel,Network Security,,Unknown,,,,,,,No,,,Later Stage VC,Jan 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Information Technology
SIGA,siga.ai,,2014,11-50,SCADA Cybersecurity and Anomaly Detection,Tel Aviv,Israel,Supply Chain Security,,Unknown,,,,,11.6,,No,,,Series B,,11.6,,,,Startup Nation Finder,Stage: B. Business Model: B2B.
SafeBreach,safebreach.com,,2014,51-200,Breach and Attack Simulation,Tel Aviv,Israel,Security Operations,"Guy Bejerano, Itzik Kotler",8200,IDF Unit 8200 cybersecurity veterans — offensive security,,,"Fortune 500, global banks, healthcare",106.5,,No,,,Series D,,106.5,,,,Startup Nation Finder,Breach and attack simulation pioneer. $106.5M raised. Series D PayPal Ventures + Dragoneer.
Saiflow,www.saiflow.com,https://my.pitchbook.com/profile/507072-61/company/profile,2022,14,EV charging infrastructure cybersecurity — secures EV charging networks from cyber attacks,Israel,Israel,OT / ICS / IoT,Ron Tiberg-Shachar,Unknown,,,,,4.75,10.30,No,,,Early Stage VC,May 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Saiflow,www.saiflow.com,https://my.pitchbook.com/profile/507072-61/company/profile,2022,14,EV charging infrastructure cybersecurity — secures EV charging networks from cyber attacks,Israel,Israel,OT / ICS / IoT,Ron Tiberg-Shachar,Unknown,,,,,4.75,10.30,No,,,Accelerator,Feb 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Salt Security,salt.security,,2018,,"API security platform — discovers all APIs, detects threats, and prevents attacks in runtime",Palo Alto / Tel Aviv,Israel,Application Security,"Roey Eliyahu, Michael Nicosia",8200,Israeli military intelligence,,,"Large enterprise, financial services",271,1400,No,,,,,,,,,PitchBook,$271M total raised. Category leader in API security. $1.4B valuation.
Salvador Technologies,salvador-tech.com,,2022,11-50,Cyberattack Recovery and Operational Continuity,Tel Aviv,Israel,Security Operations,,Unknown,,,,,11.2,,No,,,Seed,,11.2,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Satori,satoricyber.com,,2019,,Data access governance — universal data access control and monitoring across cloud data stores,Tel Aviv,Israel,Data Security,"Eldad Chai, Yoav Cohen",Unknown,"Data infrastructure, security",,,Enterprise data teams,60,,No,,,,,,,,,PitchBook,YL Ventures flagship. Data governance at enterprise scale. $60M raised.
Savvy Security,www.savvy.security,https://my.pitchbook.com/profile/530762-86/company/profile,2021,73,SaaS identity security — discovers and governs shadow IT and unmanaged SaaS access,Ramat Gan 525224,Israel,Identity & Access,"Guy Guzner, Tal Shapira",8200,Guy Guzner: co-founder Armobil; IDF Unit 8200 veterans,,,Enterprise — SaaS identity security and shadow IT,40,18.40,No,,,Early Stage VC,Jul 2023,30.00,Canaan Partners,"Amit Patel, Cerca Partners, CyberStarts, Deepak Kamra, Julian Levy, Knollwood Capital, Lightspeed Venture Partners",85.13,PitchBook (cyber_deals export),SaaS identity security. $40M raised. Series A Canapi Ventures.
Savvy Security,www.savvy.security,https://my.pitchbook.com/profile/530762-86/company/profile,2021,73,SaaS identity security — discovers and governs shadow IT and unmanaged SaaS access,Ramat Gan 525224,Israel,Identity & Access,"Guy Guzner, Tal Shapira",8200,Guy Guzner: co-founder Armobil; IDF Unit 8200 veterans,,,Enterprise — SaaS identity security and shadow IT,40,18.40,No,,,Accelerator,Nov 2024,,,,,PitchBook (cyber_deals export),SaaS identity security. $40M raised. Series A Canapi Ventures.
Scytale,scytale.ai,,2021,51-200,AI GRC Platform,Tel Aviv,Israel,GRC & Compliance,,Unknown,,,,,14.0,,No,,,Seed,,14.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Seal Security,seal.security,,2022,51-200,Open Source Vulnerability Remediation,Tel Aviv,Israel,Application Security,,Unknown,,,,,20.4,,No,,,Series A,,20.4,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Secret Double Octopus,doubleoctopus.com,,2015,11-50,Passwordless Authentication Solution,Tel Aviv,Israel,Identity & Access,"Raz Rafaeli, Shimrit Tzur-David, Alex Barzel",8200,IDF Unit 8200 cryptography and authentication veterans,,,"Fortune 500, financial institutions — passwordless workforce auth",41.5,,No,,,Series C,,41.5,,,,Startup Nation Finder,Passwordless authentication. $41.5M raised. Series C Merlin Ventures + Cisco Investments.
SecuriThings,www.securithings.com,https://my.pitchbook.com/profile/153145-90/company/profile,2016,100,IoT security and operations — manages and secures enterprise physical security devices at scale,Israel,Israel,OT / ICS / IoT,Roy Dagan,8200,IDF Unit 8200 IoT and OT security veterans,,,"Fortune 500, government, airports, hospitals — IoT device operations",39,80.00,No,,,Accelerator,Dec 2025,,,,,PitchBook (cyber_deals export),IoT device risk detection and automated operations. $39M raised. Series B NightDragon.
Seemplicity,seemplicity.io,,2021,,Vulnerability remediation automation — orchestrates and automates the entire remediation workflow,Tel Aviv,Israel,Application Security,"Ravid Circus, Rotem Tal, Yoran Shahrabani",8200,Israeli military intelligence,,,"Enterprise DevOps, security",82.2,,No,,,Accelerator,Nov 2024,,,,,PitchBook (cyber_deals export),Glilot Capital backed.
Seemplicity,seemplicity.io,,2021,,Vulnerability remediation automation — orchestrates and automates the entire remediation workflow,Tel Aviv,Israel,Application Security,"Ravid Circus, Rotem Tal, Yoran Shahrabani",8200,Israeli military intelligence,,,"Enterprise DevOps, security",82.2,,No,,,Later Stage VC,Aug 2025,50.00,"Sienna Venture Capital August 20, 2025","Binder & Partners, Essentia Venture Capital, Ferocity Capital, Glilot Capital, NTTVC, S Capital VC",,PitchBook (cyber_deals export),Glilot Capital backed.
Semperis,semperis.com,,2014,,Active Directory security and identity resilience — hybrid AD protection and cyber recovery,Hoboken NJ / Tel Aviv,Israel,Identity & Access,"Mickey Bresman, Simon Hodgkinson, Darren Mar-Elia",Unknown,Various,,,"Fortune 500, US Federal",369.5,,No,,,,,,,,,PitchBook,Leader in AD/identity security and cyber recovery. Strong US Federal presence.
Sense (Tel Aviv),www.53n53.com,https://my.pitchbook.com/profile/339860-44/company/profile,2014,,Security awareness and compliance management platform for enterprises,Israel,Israel,GRC & Compliance,,Unknown,,,,,0.95,,No,,,Accelerator,Apr 2023,0.10,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Database Software | Media and Information Services (B2B)
SentinelOne,sentinelone.com,,2013,500+,Autonomous AI Endpoint Security Platform,Tel Aviv,Israel,Endpoint & XDR,"Tomer Weingarten, Almog Cohen, Ehud (Udi) Shamir","None (rare — neither Weingarten nor Cohen from 8200, cited as strength)",Tomer Weingarten: VP Products at Toluna (prev co-founded Dpolls + Carambola Media); Almog Cohen: childhood friend and co-founder,,,"Global enterprises — $821M revenue 2025, c.2,800 employees",1900,,No,,,IPO/Public,,1900.0,,,,Startup Nation Finder,NYSE: S. $821M revenue 2025. Notable: founders NOT from Unit 8200. Tomer and Almog met in second grade in Petah Tikva.
Sentra,sentra.io,,2021,51-200,Cloud-native Data Security Platform,Tel Aviv,Israel,Cloud Security,Yoav Regev,"8200 (Colonel, IDF Military Intelligence)",Colonel in IDF Military Intelligence Unit 8200,,,Enterprise Fortune 500,103,,No,,,Series B,,103.0,,,,Startup Nation Finder,Founded by Unit 8200 Colonel Yoav Regev. Cloud-native DSPM. Bessemer Venture Partners lead investor.
Sepio,sepio.systems,,2016,51-200,Asset Risk Management,Tel Aviv,Israel,Security Operations,"Yossi Appleboum, Bentzi Ben-Baruch, Reuven Aronashvili",8200,IDF Unit 8200 — hardware security and intelligence veterans,,,"Government, banks, critical infrastructure — hardware asset risk",48,,No,,,Series B,,48.0,,,,Startup Nation Finder,Hardware asset risk management — detects rogue/counterfeit devices. $48M raised. Series B Intel Capital.
Seraphic Security,seraphic.io,,2021,,Enterprise browser security extension — isolates browser-based threats from enterprise networks,Tel Aviv,Israel,Endpoint & XDR,"Av Landes, Daniel Dimri",8200,CyberArk,,,Enterprise,,,Yes,IBM,Undisclosed,Seed,May 2023,7.85,,,23.30,PitchBook (cyber_deals export),Acquired by IBM. YL Ventures backed.
Seraphic Security,seraphic.io,,2021,,Enterprise browser security extension — isolates browser-based threats from enterprise networks,Tel Aviv,Israel,Endpoint & XDR,"Av Landes, Daniel Dimri",8200,CyberArk,,,Enterprise,,,Yes,IBM,Undisclosed,Later Stage VC,Jan 2025,29.00,GreatPoint Ventures,"Cota Capital, CrowdStrike Holdings, Eastlink Capital, Planven, Secure Octane, Storm Ventures",64.15,PitchBook (cyber_deals export),Acquired by IBM. YL Ventures backed.
Shield-IoT,shield-iot.com,,,,Developer of an Internet of Things cybersecurity software solution designed to protect edge devices from security thr...,Kfar Saba,Israel,OT / ICS / IoT,,Unknown,,,,,,,No,,,Later Stage VC,Jan 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Information Technology
ShieldIOT,shield-iot.com,,2017,11-50,IoT Security,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,11.0,,No,,,Series A,,11.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Silverfort,silverfort.com,,2016,,Unified identity protection — extends MFA and zero trust to all resources including legacy systems,Tel Aviv,Israel,Identity & Access,"Hed Kovetz, Yaron Kassner, Matan Fattal",8200,Israeli military intelligence,,,"Enterprise, financial services, healthcare",226.2,1000,No,,,,,,,,,PitchBook,$116M Series D. Unicorn at $1B. Unified identity across hybrid environments.
SimplicoAI,www.simplico.ai,https://my.pitchbook.com/profile/596537-20/company/profile,2024,60,AI-powered IT and security operations automation platform,Tel Aviv 6701101,Israel,Security Operations,Guy Alon,Unknown,,,,,,,No,,,Accelerator,Jan 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Software Development Applications
Skyhawk Security,skyhawksecurity.com,,2022,11-50,Cloud Runtime Detection and Response,Tel Aviv,Israel,Cloud Security,,Unknown,,,,,35.0,,No,,,Series A,,35.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Snyk,snyk.io,,2015,500+,Developer Security Platform,Tel Aviv,Israel,Security Operations,"Guy Podjarny, Assaf Hefetz, Danny Grander",8200,Guy Podjarny: CTO Web Performance at Akamai (post-acquisition of Blaze); Assaf Hefetz: CTO roles; Danny Grander: IDF cyber R&D,,,"Google, Microsoft, Salesforce, Adobe — 2,500+ enterprise customers",1580,,No,,,Series G,,1580.0,,,,Startup Nation Finder,Founded out of Tel Aviv and London. $7.4B peak valuation. CEO Peter McKay took over from Guy Podjarny (founder) in 2019. IPO candidate.
Sodot,www.sodot.dev,https://my.pitchbook.com/profile/572172-22/company/profile,2023,17,Israeli cybersecurity company — Business/Productivity Software,Israel,Israel,Security Operations,Ido Sofer,Unknown,,,,,3.00,,No,,,Seed,Oct 2023,3.00,Entrée Capital,"CMT Digital Holdings, DCG Expeditions",,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Network Management Software
Sodot,www.sodot.dev,https://my.pitchbook.com/profile/572172-22/company/profile,2023,17,Israeli cybersecurity company — Business/Productivity Software,Israel,Israel,Security Operations,Ido Sofer,Unknown,,,,,3.00,,No,,,Accelerator,May 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Network Management Software
Sodyo,sodyo.com,,,,Developer of a deterministic visual marker protocol designed to assign a persistent digital identity to physical obje...,Tel Aviv,Israel,GRC & Compliance,,Unknown,,,,,4.0,,No,,,Later Stage VC,Apr 2024,4.00,,,29.60,PitchBook (cyber_deals export),Primary Industry: Information Technology
Sola Security,solasecurity.io,,2024,11-50,AI-Powered No-Code Platform for Custom Cybersecurity,Tel Aviv,Israel,Application Security,"Yuval Eldar, Yair Grindlinger",8200,IDF Unit 8200 cybersecurity veterans,,,Enterprise security teams — no-code security orchestration,65,,No,,,Series A,,65.0,,,,Startup Nation Finder,AI-powered no-code cybersecurity solutions. $65M raised. Series A NFX + 8VC.
Source Defense,sourcedefense.com,,2014,11-50,Third-party Attack Protection for Websites,Tel Aviv,Israel,OT / ICS / IoT,"Dan Dinnar, Amir Shaked",8200,IDF Unit 8200 cybersecurity veterans — web security focus,,,"Banks, retailers, healthcare — client-side web security",48.6,,No,,,Series B,,48.6,,,,Startup Nation Finder,Client-side web threat protection. $48.6M raised. Series B. Protects against Magecart attacks.
Spera Security,sperasecurity.com,,2021,,Security management and identity risk platform,Tel Aviv,Israel,Identity & Access,Dor Fledel,Unknown,Google,,,,,,Yes,Okta,Undisclosed,Seed,Mar 2023,10.00,YL Ventures,"AKAMAI Capital, Alphabet, Palo Alto Networks, Zscaler",,PitchBook (cyber_deals export),Acquired by Okta 2024.
Spherex Technologies,www.tunesecurity.com,https://my.pitchbook.com/profile/533215-00/company/profile,2022,16,Application-level security for software supply chain integrity and code protection,Israel,Israel,Application Security,,Unknown,,,,,8.20,,No,,,Seed,Aug 2023,8.20,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Security Services (B2B)
Spikerz,www.spikerz.com,https://my.pitchbook.com/profile/533413-09/company/profile,2021,21,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Nave Ben Dror,Unknown,,,,,8.50,7.50,No,,,Seed,Mar 2023,1.50,Horizon Capital,"Amit Gilon, Asaf Grinstein, Shai Agassi, Storytime Capital",7.50,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Spikerz,www.spikerz.com,https://my.pitchbook.com/profile/533413-09/company/profile,2021,21,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Nave Ben Dror,Unknown,,,,,8.50,7.50,No,,,Seed,Jan 2025,7.00,Disruptive AI,"BDMI, Horizon Capital, Stardust, Storytime Capital, Wix Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
StarkWare Industries,starkware.co,,2017,201-500,Zero-knowledge Proof System for Blockchains,Tel Aviv,Israel,Security Operations,"Eli Ben-Sasson, Michael Riabzev, Alessandro Chiesa, Madars Virza, Uri Kolodny",None (academic founders — Weizmann Institute + MIT + Technion),Eli Ben-Sasson: Professor of Computer Science at Technion; Uri Kolodny: serial entrepreneur,,,"Ethereum ecosystem, DeFi protocols, blockchain developers",261,,No,,,Series D,,261.0,,,,Startup Nation Finder,Zero-knowledge proof system for blockchains. $261M raised. $8B valuation. Academic spinout from Weizmann Institute.
Sternum,sternumiot.com,,2018,11-50,IoT Security and Observability Platform,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,36.84,,No,,,Series B,,36.84,,,,Startup Nation Finder,Stage: B. Business Model: B2B.
Stream.Security,www.stream.security,https://my.pitchbook.com/profile/437890-42/company/profile,2020,74,"Cloud deployment security — real-time cloud detection, investigation, and response",Israel,Israel,Cloud Security,Or Shoshani,Unknown,,,,,60.00,73.73,No,,,Early Stage VC,Sep 2024,30.00,U.S,"Cervin Ventures, Citi Ventures, Energy Impact Partners, Glilot Capital, TLV Partners",,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Media and Information Services (B2B)
SuperCom,supercom.com,,1988,51-200,Identity Tracking and Monitoring Solutions,Tel Aviv,Israel,Identity & Access,,Unknown,,,,,57.0,,No,,,IPO/Public,,57.0,,,,Startup Nation Finder,Stage: Public. Business Model: B2B.
Surf AI,www.surf.ai,https://my.pitchbook.com/profile/1360297-45/company/profile,2024,66,AI-powered security posture automation — continuous security posture improvement platform,Israel,Israel,Cloud Security,Yair Grindlinger,Unknown,,,,,57.00,,No,,,Early Stage VC,Mar 2026,57.00,Accel,"Boldstart Ventures, CyberStarts",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Sweet Security,sweet.security,https://my.pitchbook.com/profile/533226-79/company/profile,2023,86,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,"Dror Kashti, Eyal Fisher, Orel Ben-Ishay",8200 / Unit 81 (IDF CISO + Head of Cyber Dept 8200 + Head of Cybersec R&D Unit 81),IDF CISO (Kashti); Head of Cyber Dept Unit 8200 (Fisher); Head Cybersec R&D Unit 81 (Ben-Ishay),,,,120.0,253.00,No,,,Early Stage VC,Aug 2023,12.00,Glilot Capital Partners,"CyberArk Software, CyberArk Ventures, Gerhard Eschelbeck, Travis McPeak",17.49,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Sweet Security,sweet.security,https://my.pitchbook.com/profile/533226-79/company/profile,2023,86,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,"Dror Kashti, Eyal Fisher, Orel Ben-Ishay",8200 / Unit 81 (IDF CISO + Head of Cyber Dept 8200 + Head of Cybersec R&D Unit 81),IDF CISO (Kashti); Head of Cyber Dept Unit 8200 (Fisher); Head Cybersec R&D Unit 81 (Ben-Ishay),,,,120.0,253.00,No,,,Early Stage VC,Jan 2024,32.94,Evolution Equity Partners,"Cyverse Capital, Glilot Capital, Munich Re Ventures",84.60,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Sweet Security,sweet.security,https://my.pitchbook.com/profile/533226-79/company/profile,2023,86,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,"Dror Kashti, Eyal Fisher, Orel Ben-Ishay",8200 / Unit 81 (IDF CISO + Head of Cyber Dept 8200 + Head of Cybersec R&D Unit 81),IDF CISO (Kashti); Head of Cyber Dept Unit 8200 (Fisher); Head Cybersec R&D Unit 81 (Ben-Ishay),,,,120.0,253.00,No,,,Early Stage VC,Nov 2025,50.00,Evolution Equity Partners,"Glilot Capital, Key1 Capital, LIP Ventures, Munich Re Ventures",253.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Talon Security,talonsec.com,,2021,,Enterprise browser security platform for BYOD and remote work environments,Tel Aviv,Israel,Endpoint & XDR,"Ofer Ben-Noon, Ohad Bobrov",8200,NSO Group,,,"Large enterprise, regulated industries",100,,Yes,Palo Alto Networks,Undisclosed,,,,,,,PitchBook,Acquired by Palo Alto Networks 2023. CyberStarts + Merlin + Lightspeed.
Tamnoon,tamnoon.io,,2021,11-50,Managed Cloud Detection and Response,Tel Aviv,Israel,Cloud Security,,Unknown,,,,,17.1,,No,,,Series A,,17.1,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Tencyle,www.tencyle.com,https://my.pitchbook.com/profile/529589-35/company/profile,2023,12,Autonomous cybersecurity platform for enterprise security operations automation,Israel,Israel,Security Operations,Ory Samorodnitzky,Unknown,,,,,5.01,15.00,No,,,Seed,Jan 2023,5.01,,,15.00,PitchBook (cyber_deals export),Primary Industry: Network Management Software. IT Consulting and Outsourcing
Tenzai,www.tenzai.com,https://my.pitchbook.com/profile/862697-53/company/profile,2025,38,Israeli cybersecurity company — Network Management Software,Israel,Israel,Security Operations,Pavel Gurvich,Unknown,,,,,75.00,,No,,,Seed,May 2025,75.00,"Battery Ventures, Lux Capital","Encoded Ventures, Greylock, Jibe Ventures, Mercer Ventures, Swish Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
ThetaRay,thetaray.com,,2013,201-500,AI-Powered Transaction Monitoring for AML,Tel Aviv,Israel,Security Operations,"Mark Gazit, Sharon Carmeli, Amir Averbuch",,Mark Gazit: CEO Nice Actimize; Amir Averbuch: Professor of Mathematics at Tel Aviv University,,,"Global banks, money transfer operators, payment processors",156.5,,No,,,Series D,,156.5,,,,Startup Nation Finder,AI-powered AML and transaction monitoring. $156.5M raised. Series D JVP.
Toka,toka.io,,,,Developer of cyber intelligence gathering technologies designed to strengthen homeland security. The company's techno...,Tel Aviv,Israel,Security Operations,,Unknown,,,,,37.5,,No,,,Later Stage VC,Jun 2023,27.63,,,125.54,PitchBook (cyber_deals export),Primary Industry: Information Technology
Token Security,tokensecurity.ai,,2023,11-50,Machine-first Identity Security Platform,Tel Aviv,Israel,Identity & Access,,Unknown,,,,,27.0,,No,,,Series A,,27.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Tonic Security,www.tonicsecurity.com,https://my.pitchbook.com/profile/608494-96/company/profile,2024,,Cybersecurity platform for enterprise security tooling and operations,Tel Aviv 6777508,Israel,Security Operations,Sharon Isaaci,Unknown,,,,,9.40,29.93,No,,,Accelerator,May 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Tonic Security,www.tonicsecurity.com,https://my.pitchbook.com/profile/608494-96/company/profile,2024,,Cybersecurity platform for enterprise security tooling and operations,Tel Aviv 6777508,Israel,Security Operations,Sharon Isaaci,Unknown,,,,,9.40,29.93,No,,,Seed,Jul 2025,7.00,Hetz Ventures,"Arrow Venture Partners, Bullet Ventures, Explorer34, Pathfinder Partners, Vesey Ventures",17.48,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Tonic Security,www.tonicsecurity.com,https://my.pitchbook.com/profile/608494-96/company/profile,2024,,Cybersecurity platform for enterprise security tooling and operations,Tel Aviv 6777508,Israel,Security Operations,Sharon Isaaci,Unknown,,,,,9.40,29.93,No,,,Seed,Jan 2026,2.40,,,29.93,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
Torq,torq.io,,2020,300,AI-native SOC hyperautomation — replaces analyst labor with AI-driven security operations platform,Denver / Tel Aviv,Israel,Security Operations,"Ofer Smadari, Leonid Belkind, Eldad Livni",8200,Demisto (Palo Alto Networks),,,"Marriott, PepsiCo, P&G, Siemens, Uber, Virgin Atlantic",332,1200,No,,,Early Stage VC,Dec 2023,40.00,,,171.87,PitchBook (cyber_deals export),Unicorn $1.2B Jan 2026. Acquired Jit (Lama portfolio). Merlin Ventures led $140M Series D.
Torq,torq.io,,2020,300,AI-native SOC hyperautomation — replaces analyst labor with AI-driven security operations platform,Denver / Tel Aviv,Israel,Security Operations,"Ofer Smadari, Leonid Belkind, Eldad Livni",8200,Demisto (Palo Alto Networks),,,"Marriott, PepsiCo, P&G, Siemens, Uber, Virgin Atlantic",332,1200,No,,,Later Stage VC,Sep 2024,70.00,Evolution Equity Partners,"Bessemer Venture Partners, Greenfield Partners, Notable Capital, Strait Capital",,PitchBook (cyber_deals export),Unicorn $1.2B Jan 2026. Acquired Jit (Lama portfolio). Merlin Ventures led $140M Series D.
